Filename	Segment	WC	WPS	Sixltr	Dic	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
26.Brownback.2.3.99.docx	1.00	1063.00	15.41	33.40	71.03	44.50	11.19	4.61	1.51	0.38	0.28	0.56	1.88	6.59	7.62	10.25	6.40	1.98	5.36	0.56	3.01	11.19	4.14	0.19	2.16	0.56	0.00	9.41	0.09	0.00	3.29	4.42	1.03	3.20	0.19	1.98	0.38	9.03	0.94	1.69	0.66	1.41	0.85	0.66	2.82	0.75	1.22	0.56	0.28	0.38	2.16	0.56	0.28	0.56	0.85	12.61	1.41	6.68	4.42	4.23	1.51	0.28	0.00	0.47	0.66	0.38	0.00	0.00	0.00	7.06	5.83	0.00	0.09	0.19	0.00	0.94	0.00	1.41	0.00	0.09	15.62
260.Kyl.10.19.09.docx	1.00	254.00	15.88	35.83	67.32	38.58	5.51	2.36	0.79	1.18	0.00	0.00	0.39	3.15	7.87	8.66	5.51	0.79	4.33	1.57	1.57	12.20	3.94	1.57	1.57	0.39	0.00	4.72	0.00	0.00	1.97	5.91	3.15	2.76	0.79	1.57	0.39	11.81	1.57	1.18	0.39	1.18	0.79	1.97	3.15	1.57	1.18	0.79	0.00	0.00	0.39	0.39	0.00	0.00	0.00	13.39	3.15	5.51	4.33	3.94	3.54	0.39	0.00	0.79	0.39	0.00	0.00	0.00	0.00	8.27	6.30	0.00	0.00	0.00	0.00	1.18	0.00	1.97	0.00	0.00	17.72
261.Kyl.1.30.03.docx	1.00	3825.00	21.61	27.35	77.07	51.76	11.97	5.73	1.20	1.70	0.39	1.36	1.07	6.25	7.61	13.31	9.20	2.64	8.08	1.20	2.95	12.21	5.59	1.83	2.04	0.58	0.00	7.66	0.05	0.08	0.24	4.94	2.88	1.96	0.29	1.15	0.13	17.23	2.75	2.35	2.30	2.67	1.44	0.78	4.31	2.98	1.12	0.39	0.71	0.03	0.39	0.16	0.16	0.03	0.05	11.92	2.09	6.04	3.58	2.30	2.54	0.29	0.03	0.24	0.18	0.13	0.08	0.10	0.03	4.99	4.99	0.26	0.08	0.16	0.00	0.29	0.00	0.94	0.00	0.00	11.71
262.Santorum.1.30.03.docx	1.00	1224.00	17.74	27.37	78.51	55.56	14.95	7.52	1.47	2.21	0.49	1.31	2.04	7.43	5.88	16.01	11.85	5.15	9.48	0.57	4.58	11.27	4.17	3.10	2.04	0.33	0.00	8.91	0.00	0.25	0.82	5.23	1.80	3.43	0.00	3.10	0.00	17.97	3.19	2.86	1.31	2.29	1.88	0.49	3.35	3.76	0.65	0.25	0.16	0.25	0.49	0.08	0.00	0.00	0.41	11.27	2.70	6.21	3.02	1.39	1.39	0.41	0.00	0.57	0.00	0.00	0.16	0.08	0.00	5.72	4.98	0.16	0.65	0.16	0.00	0.00	0.00	0.82	0.00	0.00	12.50
263.Kyl.9.23.02.docx	1.00	388.00	27.71	28.87	77.32	50.77	10.31	5.41	3.61	1.29	0.00	0.52	0.00	4.90	9.28	12.89	7.99	2.06	6.44	2.58	1.80	12.89	4.12	2.32	1.80	0.77	0.00	7.22	0.00	0.26	1.29	3.35	1.80	1.55	0.52	0.52	0.26	16.24	3.09	0.77	3.35	2.06	0.52	0.77	3.87	2.84	1.03	0.77	0.26	0.00	0.26	0.26	0.00	0.00	0.00	11.60	1.80	5.67	3.87	2.32	4.38	0.26	0.52	0.00	0.00	0.00	0.00	0.00	0.00	4.90	3.35	0.00	0.00	0.26	0.00	0.00	0.00	0.52	0.00	0.00	9.02
264.Kyl.9.19.11.docx	1.00	449.00	23.63	41.87	63.47	36.97	9.13	4.90	0.67	0.67	0.00	3.12	0.45	4.23	4.45	8.91	5.12	1.78	4.45	0.22	2.00	10.69	4.90	0.67	0.89	0.45	0.00	7.35	0.45	0.00	1.11	7.35	3.34	3.79	0.45	3.12	0.00	11.58	1.34	0.67	0.67	0.67	1.56	1.11	5.35	0.67	0.00	0.00	0.00	0.00	0.45	0.00	0.22	0.00	0.22	14.70	1.11	7.13	6.46	2.67	1.78	0.67	0.45	0.45	0.45	0.00	0.00	0.00	0.22	4.45	5.57	0.00	0.22	0.00	0.00	0.45	0.00	2.45	0.00	0.45	13.59
265.Lautenberg.6.28.06.docx	1.00	623.00	17.31	30.02	76.57	48.80	12.36	4.33	0.96	1.12	0.00	0.80	1.44	8.03	7.22	12.20	8.83	3.53	4.98	1.61	2.73	10.27	4.98	2.25	2.25	0.16	0.00	9.15	2.41	0.16	0.96	6.74	2.89	3.85	1.12	1.61	0.96	13.80	1.61	0.96	1.61	2.09	2.57	0.96	2.41	2.89	0.64	0.16	0.48	0.00	0.00	0.00	0.00	0.00	0.00	10.75	1.93	3.85	4.49	4.01	2.73	1.61	1.44	1.28	0.16	0.64	0.00	0.16	0.00	5.78	4.65	0.00	0.32	0.16	0.00	0.00	0.00	0.96	0.00	0.00	11.88
266.Lautenberg.10.27.05.docx	1.00	405.00	17.61	33.33	69.14	41.48	9.38	3.95	1.48	0.49	0.00	1.73	0.25	5.43	8.40	11.11	5.43	2.72	5.43	0.74	2.22	13.83	3.21	0.25	0.74	0.00	0.00	7.16	0.00	0.00	0.74	4.69	1.48	3.21	0.00	2.22	0.49	10.86	1.48	1.48	0.99	1.48	0.99	0.00	2.96	0.74	1.23	0.25	0.99	0.00	0.49	0.25	0.00	0.25	0.00	10.12	1.48	6.42	1.73	3.95	4.44	0.25	0.00	0.00	1.48	0.74	0.00	0.00	0.00	6.91	4.44	0.00	0.00	0.00	0.00	1.73	0.00	5.68	0.00	0.00	18.77
267.Leahy.2.26.98.docx	1.00	1569.00	19.61	31.99	74.00	48.06	9.24	4.33	1.08	1.40	0.00	1.21	0.64	4.91	6.76	12.11	9.11	2.17	6.69	1.59	3.19	12.11	5.54	1.91	1.91	0.45	0.00	5.61	0.00	0.00	0.45	6.18	2.61	3.44	0.51	1.85	0.70	17.46	1.72	3.44	2.04	2.68	1.34	1.53	3.63	2.87	1.34	0.19	0.45	0.51	0.51	0.13	0.32	0.00	0.06	9.69	0.45	4.65	4.40	4.33	3.25	0.13	0.00	0.51	0.06	0.89	0.13	0.13	0.00	4.65	5.42	0.00	0.00	0.57	0.00	0.57	0.00	1.15	0.00	0.00	12.36
268.Leahy.1.30.03.docx	1.00	1809.00	18.65	30.68	72.58	46.71	8.46	4.70	1.27	1.99	0.00	0.72	0.72	3.76	8.57	9.95	7.41	1.88	5.47	1.11	2.76	11.72	4.59	1.44	2.54	0.88	0.00	7.08	0.06	0.22	0.66	6.19	2.21	3.98	0.77	2.27	0.50	14.26	1.82	1.55	1.44	1.49	1.38	1.16	4.70	1.88	1.82	0.77	0.88	0.11	0.39	0.17	0.17	0.00	0.06	12.00	1.22	6.03	4.59	2.99	2.16	0.28	0.88	0.44	0.17	1.00	0.00	0.11	0.06	7.68	5.75	0.11	0.22	0.00	0.00	0.50	0.00	0.83	0.00	0.00	15.09
269.Leahy.6.6.06.docx	1.00	519.00	20.76	31.60	73.03	46.63	7.71	1.93	0.58	0.96	0.00	0.00	0.39	5.78	7.13	8.86	6.36	1.73	4.82	0.96	1.93	14.64	6.55	0.58	2.12	1.93	0.00	6.17	0.00	0.00	1.54	5.78	3.28	2.31	0.58	0.39	0.77	12.91	1.35	0.58	1.16	1.16	0.77	0.77	5.20	1.93	0.77	0.58	0.00	0.19	1.16	0.00	0.19	0.39	0.58	11.75	0.96	7.71	3.66	2.89	2.70	0.00	0.39	1.35	0.00	0.58	0.00	0.00	0.19	5.39	7.32	0.00	0.00	0.00	0.00	0.19	0.00	0.39	0.00	0.00	13.29
27.Brownback.2.13.02.docx	1.00	352.00	16.00	26.70	69.89	45.45	8.81	4.83	0.57	1.42	0.00	1.99	0.85	3.98	7.10	10.80	7.67	2.27	6.82	0.00	1.42	13.92	3.69	1.42	2.56	0.57	0.00	6.25	0.00	0.28	0.57	6.82	2.84	3.98	0.28	3.12	0.28	11.65	1.42	1.14	0.00	0.28	0.85	1.14	5.40	1.14	0.85	0.57	0.00	0.28	0.57	0.28	0.28	0.00	0.00	16.76	2.27	9.38	5.68	1.99	3.12	0.28	0.85	0.28	0.00	1.14	0.00	0.00	0.00	7.95	2.56	0.28	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.28	11.36
270.Leahy.3.13.03.docx	1.00	1740.00	21.48	32.53	72.53	44.66	8.85	4.20	0.80	2.18	0.06	0.98	0.17	4.66	7.76	11.15	6.67	1.32	6.15	1.21	3.56	10.63	4.60	1.55	2.41	0.80	0.00	8.97	0.11	0.17	1.15	7.07	2.87	4.20	0.69	2.59	0.46	16.44	2.41	2.47	2.01	2.99	0.63	1.67	3.56	2.59	1.49	0.23	1.03	0.23	0.17	0.11	0.06	0.00	0.00	9.02	1.09	4.66	3.16	4.48	2.93	0.23	0.17	0.80	0.17	0.80	0.17	0.11	0.06	6.67	5.17	0.23	0.00	0.34	0.00	0.40	0.00	2.53	0.00	0.17	15.52
271.Leahy.9.19.06.docx	1.00	1177.00	18.68	33.64	71.71	44.18	6.88	2.80	0.42	1.19	0.00	0.17	1.02	4.08	8.41	9.26	6.63	0.93	5.95	1.02	2.38	12.15	5.78	0.93	2.72	0.93	0.08	5.61	0.00	0.08	1.19	6.54	2.80	3.74	0.34	2.12	0.68	13.93	0.93	2.80	1.44	1.95	0.76	1.95	3.74	1.61	0.68	0.42	0.00	0.25	1.27	0.34	0.68	0.17	0.08	11.64	1.27	6.63	3.65	3.57	2.55	0.25	0.17	0.34	0.08	1.78	0.00	0.00	0.00	8.07	6.71	0.00	0.00	0.00	0.00	0.76	0.00	1.10	0.00	0.00	16.65
272.Levin.12.15.09.docx	1.00	740.00	21.14	40.81	67.97	39.86	7.03	2.70	1.08	0.81	0.00	0.00	0.81	4.32	7.70	5.95	3.65	1.08	3.51	0.27	1.76	13.92	4.46	0.27	1.49	0.81	0.00	5.95	0.00	0.27	2.30	4.32	1.62	2.70	0.81	1.49	0.27	12.30	1.35	2.03	0.54	0.95	0.81	1.62	4.73	0.68	1.08	0.41	0.00	0.81	0.95	0.41	0.41	0.14	0.00	9.32	1.35	4.86	2.43	5.68	1.62	0.68	0.00	0.54	0.00	0.27	0.00	0.14	0.00	4.73	6.76	0.14	0.00	0.00	0.00	0.95	0.00	2.43	0.00	0.00	15.00
273.Levin.1.9.03.docx	1.00	1421.00	26.81	34.83	70.80	43.00	7.53	3.87	0.56	2.25	0.07	0.07	0.91	3.66	9.29	9.92	4.93	1.69	4.86	0.77	2.18	13.65	4.29	1.27	1.76	0.42	0.00	6.19	0.00	0.00	0.21	4.79	2.46	2.32	0.28	1.48	0.35	16.05	2.81	1.90	1.13	1.55	1.48	1.34	4.86	2.04	0.84	0.07	0.35	0.35	0.56	0.35	0.21	0.00	0.00	14.50	1.27	6.69	5.91	3.80	2.81	0.14	0.00	0.07	0.00	0.14	0.00	0.07	0.00	6.76	6.54	0.14	0.07	0.00	0.00	0.35	0.00	3.94	0.14	0.00	18.09
274.Levin.6.4.02.docx	1.00	333.00	25.62	39.64	70.87	38.74	8.41	1.50	1.20	0.00	0.00	0.30	0.00	6.91	8.71	7.21	4.20	1.50	3.60	1.50	0.60	12.61	4.20	0.60	0.00	0.30	0.00	3.60	0.00	0.00	0.90	9.91	6.31	3.30	0.90	2.10	0.30	12.61	0.60	0.90	1.20	0.90	1.50	2.70	3.60	0.60	0.30	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	12.01	2.40	6.31	2.70	4.20	5.11	0.00	0.60	0.60	0.00	0.30	0.00	0.00	0.00	4.50	4.20	0.00	0.00	0.00	0.00	0.00	0.00	6.01	0.30	0.00	15.32
275.Levin.3.17.03.docx	1.00	1548.00	24.57	32.82	75.19	47.29	7.24	3.68	0.58	2.00	0.06	0.39	0.65	3.55	10.59	11.43	7.04	2.78	5.43	1.68	2.58	12.86	5.68	1.68	1.87	0.00	0.00	7.30	0.00	0.06	0.58	7.62	3.88	3.75	0.58	1.68	0.71	17.38	1.94	2.20	2.20	2.00	0.84	1.87	4.84	3.10	1.81	0.84	0.78	0.19	0.52	0.13	0.39	0.00	0.00	11.11	1.42	5.94	3.49	2.84	2.00	0.00	0.39	0.06	0.00	0.58	0.06	0.00	0.00	8.07	4.01	0.26	0.13	0.06	0.00	0.58	0.00	2.26	0.00	0.00	15.37
276.Levin.9.17.13.docx	1.00	1393.00	23.61	35.18	73.51	43.86	8.54	3.59	0.86	1.79	0.00	0.50	0.43	4.95	8.26	10.19	5.96	1.94	5.46	1.22	1.72	12.63	4.74	1.29	1.94	0.22	0.00	5.38	0.00	0.29	0.43	8.18	3.52	4.67	0.79	2.80	0.72	18.23	1.36	3.95	1.94	2.80	1.51	2.30	3.80	2.58	0.93	0.29	0.36	0.22	0.43	0.29	0.14	0.00	0.00	9.40	1.65	4.52	3.23	3.95	3.88	0.14	0.14	0.50	0.07	0.00	0.14	0.00	0.00	5.31	4.45	0.14	0.00	0.14	0.00	0.07	0.00	2.87	0.00	0.00	12.99
277.Lieberman.4.14.11.docx	1.00	1312.00	20.50	28.35	70.96	46.49	10.21	5.87	1.07	1.91	0.00	1.22	1.68	4.34	7.32	10.75	6.86	1.14	7.39	1.07	2.59	13.87	5.87	0.46	1.22	0.15	0.08	9.91	0.00	0.23	1.60	5.41	2.74	2.67	0.61	1.30	0.30	14.71	1.30	1.14	1.60	1.37	0.91	1.30	6.94	1.22	0.91	0.08	0.53	0.30	0.69	0.61	0.00	0.08	0.00	11.89	1.75	6.40	3.89	1.91	2.29	0.00	0.08	0.38	0.46	0.38	0.00	0.08	0.15	4.65	5.79	0.15	0.00	0.46	0.00	0.15	0.00	0.91	0.00	0.00	12.12
278.Lieberman.2.28.05.docx	1.00	704.00	26.07	36.65	65.34	38.92	5.97	3.84	0.85	1.56	0.28	0.71	0.43	2.13	8.10	6.11	2.98	1.85	3.41	0.14	1.85	14.91	5.11	0.43	1.14	0.43	0.00	6.82	0.28	0.43	0.57	6.25	4.26	1.99	0.71	0.85	0.28	11.93	1.14	2.27	0.28	0.28	1.99	0.99	4.40	0.71	1.42	0.43	0.85	0.14	0.85	0.43	0.28	0.14	0.00	12.22	1.85	4.69	4.55	4.55	3.84	0.57	0.43	0.43	0.28	0.00	0.00	0.14	0.00	4.83	3.41	0.00	0.14	0.00	0.00	0.43	0.00	3.98	0.00	0.00	12.78
279.Lieberman.5.5.11.docx	1.00	1576.00	23.18	30.58	70.37	44.35	8.57	4.63	1.46	1.08	0.00	0.89	1.21	3.93	7.93	9.33	6.66	1.40	6.28	0.76	2.60	13.20	4.57	0.44	1.84	0.57	0.00	8.63	0.13	0.38	1.97	4.44	2.22	2.16	0.32	1.27	0.19	11.42	1.14	1.78	0.76	1.08	1.14	1.33	4.31	0.57	1.21	0.32	0.63	0.25	0.82	0.32	0.19	0.00	0.32	12.63	1.46	7.04	3.87	3.17	3.05	0.06	0.06	0.38	0.44	0.13	0.00	0.00	0.00	4.63	5.08	0.32	0.00	0.06	0.00	0.51	0.00	0.19	0.00	0.00	10.79
28.Brownback.7.13.06.docx	1.00	1465.00	19.03	24.57	73.45	47.71	10.31	6.01	1.91	1.77	0.27	0.14	1.91	4.30	8.33	10.10	6.55	1.09	6.69	1.16	3.48	12.56	4.85	0.48	2.18	1.30	0.00	9.08	0.00	0.41	2.05	4.10	2.05	2.05	0.14	1.23	0.34	13.38	1.02	1.23	1.91	1.71	0.55	0.68	5.80	1.37	0.89	0.34	0.41	0.07	1.23	0.20	0.41	0.27	0.34	14.81	1.50	10.31	2.80	2.94	1.57	0.34	0.20	0.89	0.07	0.27	0.00	0.48	0.20	6.01	4.44	0.07	0.20	0.00	0.00	1.37	0.00	0.48	0.00	0.00	12.56
280.Lieberman.9.13.02.docx	1.00	1442.00	24.03	31.14	71.36	43.34	8.60	5.34	1.32	1.87	0.00	1.60	0.55	3.26	6.52	9.15	5.55	1.80	3.95	1.39	1.53	13.52	6.03	0.83	1.53	0.42	0.00	7.28	0.07	0.35	0.90	7.21	3.47	3.68	0.55	2.57	0.28	15.40	2.01	2.01	1.04	1.60	1.80	1.46	5.27	1.80	0.55	0.14	0.42	0.00	0.49	0.14	0.35	0.00	0.00	14.98	2.08	6.93	5.89	2.91	4.02	0.35	0.42	0.28	0.21	0.42	0.00	0.07	0.14	5.34	8.04	0.14	0.00	0.00	0.00	0.42	0.00	2.57	0.00	0.00	16.50
281.Lieberman.10.2.02.docx	1.00	572.00	28.60	30.24	73.60	46.85	8.22	4.20	1.57	1.05	0.00	1.05	0.52	4.02	8.92	8.74	5.77	1.05	5.59	1.05	1.75	15.38	6.29	0.87	1.75	0.00	0.00	5.77	0.00	0.52	0.87	7.69	4.90	2.45	0.17	1.75	0.00	15.03	3.15	1.57	1.22	1.57	1.57	1.75	4.37	1.40	0.35	0.00	0.17	0.17	0.17	0.17	0.00	0.00	0.00	14.34	1.57	8.04	4.02	1.75	2.62	0.52	0.00	0.00	0.00	0.52	0.17	0.00	0.00	4.55	5.07	0.00	0.00	0.00	0.00	0.17	0.00	0.35	0.00	0.00	10.14
282.Warner.10.2.02.docx	1.00	332.00	23.71	32.23	74.10	49.40	12.35	8.13	3.92	3.31	0.00	0.90	0.00	4.22	8.43	6.93	5.42	1.20	3.92	0.60	3.31	12.65	6.33	0.00	1.81	0.60	0.00	7.83	0.00	1.81	0.30	6.02	4.52	1.51	0.30	0.90	0.00	15.66	2.71	2.41	0.60	1.20	1.20	0.60	6.63	0.30	0.30	0.00	0.30	0.00	0.30	0.30	0.00	0.00	0.00	11.14	2.41	5.72	2.71	7.83	7.83	0.30	0.30	0.00	0.00	0.00	0.00	0.00	0.00	5.72	8.13	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	14.16
283.Lott.2.25.98.docx	1.00	766.00	16.30	32.25	75.46	47.91	12.66	6.53	1.96	0.52	0.00	3.00	1.04	6.14	7.44	13.45	9.27	2.74	8.22	1.04	2.22	10.31	4.31	1.31	2.09	0.52	0.00	10.31	0.00	0.13	1.57	4.83	2.74	1.96	0.26	1.17	0.13	17.62	2.87	1.17	1.31	2.48	1.83	1.04	4.31	1.57	0.52	0.13	0.13	0.26	0.13	0.00	0.00	0.00	0.13	9.66	1.83	4.18	3.26	4.31	1.83	0.26	0.39	0.39	0.00	0.13	0.00	0.00	0.00	9.01	4.70	0.13	0.00	0.52	0.00	0.13	0.00	7.05	0.13	0.00	21.80
284.Lott.10.7.98.docx	1.00	584.00	16.22	33.73	70.03	43.32	7.88	5.31	1.54	2.91	0.00	0.00	0.86	2.57	8.56	12.84	6.85	0.34	7.19	1.37	2.91	11.47	3.08	1.37	2.40	0.86	0.00	7.19	0.00	0.17	0.34	5.31	3.77	1.37	0.34	1.03	0.17	13.87	2.57	1.03	0.86	1.37	0.68	1.88	4.28	1.88	0.68	0.17	0.00	0.51	0.34	0.17	0.17	0.00	0.00	12.50	2.57	6.16	3.60	3.42	2.57	0.86	0.34	0.34	0.34	0.68	0.17	0.00	0.00	8.56	3.77	0.17	0.00	0.00	0.00	0.34	0.00	1.20	0.34	0.51	15.24
285.Helms.10.7.98.docx	1.00	492.00	18.92	31.71	70.93	44.11	10.16	4.47	1.42	1.22	0.00	0.61	1.22	5.69	8.74	9.35	6.50	0.61	6.10	1.63	3.05	10.77	3.86	0.81	0.81	0.61	0.00	8.74	0.00	0.41	0.81	4.67	2.03	2.64	0.00	2.24	0.20	13.62	0.61	1.83	1.42	2.24	1.42	1.63	3.05	2.24	0.20	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.18	2.03	5.08	3.25	4.07	3.86	0.20	0.41	1.02	1.22	0.20	0.00	0.00	0.00	7.52	5.49	0.20	0.41	0.00	0.00	0.61	0.00	2.03	0.20	0.00	16.67
286.Inhofe.3.23.99.docx	1.00	1202.00	19.70	27.45	74.79	48.25	10.23	6.41	1.58	3.00	0.33	0.25	1.25	3.83	5.32	13.89	9.40	2.25	7.74	1.00	3.99	11.56	3.99	2.33	2.50	1.33	0.00	10.73	0.00	0.00	1.83	7.40	3.08	4.24	0.67	2.33	0.33	15.81	1.33	1.16	1.41	2.00	1.66	1.41	5.99	2.00	1.25	0.33	0.92	0.00	0.50	0.00	0.33	0.17	0.00	13.56	1.83	8.24	3.24	2.50	1.75	0.17	0.00	0.17	0.33	1.16	0.08	0.00	0.00	6.57	6.57	0.50	0.58	0.42	0.00	0.50	0.00	2.58	0.00	0.00	17.72
287.Nickles.3.23.99.docx	1.00	2482.00	14.02	27.03	76.35	51.93	14.50	9.43	3.59	2.94	0.64	0.89	1.37	5.08	6.00	15.51	10.80	2.42	8.66	1.97	3.79	10.52	4.43	1.65	2.46	0.36	0.00	10.07	0.00	0.64	0.64	6.37	3.75	2.58	0.12	1.49	0.28	16.28	1.85	2.22	2.26	3.14	0.44	0.73	4.67	2.22	1.33	0.20	1.13	0.00	0.36	0.20	0.00	0.16	0.00	11.04	1.89	5.92	2.94	2.74	1.93	0.28	0.04	0.00	0.04	0.60	0.04	0.12	0.00	6.97	5.56	0.24	0.24	0.64	0.00	0.20	0.00	2.01	0.00	0.00	15.87
288.Gorton.3.23.99.docx	1.00	723.00	20.66	24.48	75.66	51.04	10.51	4.43	1.24	2.35	0.28	0.14	0.41	6.09	10.10	9.27	6.22	0.55	5.95	1.24	1.94	15.35	3.18	2.49	2.07	0.55	0.00	5.67	0.00	0.28	1.11	5.12	2.63	2.49	0.14	1.52	0.41	16.18	1.80	3.73	1.80	1.66	0.97	0.41	4.56	3.04	0.69	0.00	0.14	0.55	0.55	0.14	0.41	0.00	0.00	11.62	1.52	6.78	3.18	3.46	2.90	0.00	0.14	1.24	0.00	1.66	0.28	0.00	0.00	4.84	6.78	0.14	0.00	0.28	0.00	0.28	0.00	0.14	0.00	0.00	12.45
289.Biden.3.23.99.docx	1.00	1590.00	16.39	23.52	75.16	53.27	14.03	6.73	2.52	2.96	0.38	0.31	0.57	7.30	7.99	14.15	8.68	2.58	8.93	1.19	3.14	13.02	4.91	1.13	2.26	0.57	0.00	7.74	0.06	0.44	0.88	3.77	2.45	1.32	0.06	0.63	0.25	17.86	2.96	2.52	1.95	2.26	1.64	1.38	5.22	2.52	0.63	0.25	0.31	0.00	0.50	0.06	0.44	0.00	0.00	11.76	1.95	6.67	3.27	1.45	1.64	0.13	0.19	0.13	0.06	0.31	0.19	0.06	0.13	6.10	7.17	0.25	0.31	0.31	0.00	0.44	0.00	0.63	0.00	0.00	15.22
29.Brownback.9.7.06.docx	1.00	737.00	15.68	29.85	73.27	45.45	14.11	8.41	1.49	3.66	0.00	1.36	1.90	5.70	7.19	11.53	6.51	1.22	7.46	1.09	1.22	13.57	3.39	0.27	0.41	0.00	0.00	13.03	0.00	0.14	2.04	6.65	2.85	3.80	0.95	2.31	0.00	11.40	1.76	1.63	1.36	1.22	0.27	0.27	5.43	0.41	1.63	0.00	1.36	0.27	0.14	0.00	0.14	0.00	0.00	12.89	2.04	8.01	2.99	3.66	3.12	0.41	0.00	0.81	1.22	0.41	0.00	0.00	0.00	6.65	4.48	0.41	0.00	0.68	0.00	0.41	0.00	0.41	0.00	0.00	13.03
290.Bunning.3.23.99.docx	1.00	879.00	15.70	21.84	77.02	56.77	11.49	5.46	1.02	2.84	0.68	0.00	0.91	6.03	7.96	16.04	11.38	2.96	8.08	1.71	2.96	14.33	4.89	1.59	2.96	1.14	0.11	8.08	0.00	0.11	0.34	4.21	1.93	2.28	0.00	1.37	0.00	16.61	1.59	1.93	1.82	2.16	1.59	0.91	5.46	3.07	0.46	0.11	0.23	0.11	0.57	0.34	0.00	0.23	0.11	11.49	1.93	6.94	2.62	2.05	1.25	0.23	0.23	0.46	0.23	0.68	0.11	0.00	0.11	5.80	3.75	0.23	0.23	1.48	0.00	0.46	0.00	0.23	0.00	0.00	12.17
291.Brownback.3.23.99.docx	1.00	716.00	16.27	25.14	78.49	52.79	12.43	6.70	3.07	2.79	0.28	0.00	0.56	5.73	6.70	15.22	10.34	2.09	10.75	0.98	3.77	12.15	5.59	1.96	1.12	0.42	0.00	9.78	0.00	0.00	1.54	5.87	3.35	2.37	0.14	0.70	0.84	15.50	2.37	0.42	2.37	3.63	0.00	0.84	5.59	3.91	1.12	0.28	0.84	0.00	0.84	0.00	0.70	0.14	0.00	13.83	1.82	7.96	4.33	1.54	2.23	0.00	0.00	0.00	0.00	0.28	0.14	0.00	0.00	6.28	6.70	0.00	0.00	1.40	0.00	0.42	0.00	1.68	0.00	0.00	16.48
292.Warner.3.23.99.docx	1.00	816.00	15.69	25.25	78.80	54.04	15.81	8.21	4.04	2.70	0.00	0.61	0.86	7.60	7.60	12.01	8.21	2.33	7.48	1.10	2.45	12.87	5.02	1.47	2.08	0.74	0.00	9.80	0.12	0.61	1.84	3.06	2.45	0.61	0.25	0.25	0.12	16.67	2.94	1.10	2.21	2.57	1.47	1.23	5.15	2.57	1.35	0.25	0.86	0.00	0.12	0.00	0.00	0.12	0.00	10.42	1.72	5.02	3.19	3.19	2.82	0.49	0.25	0.25	0.00	0.00	0.25	0.00	0.00	6.13	7.11	0.25	0.12	0.49	0.00	0.37	0.00	0.61	0.00	0.00	15.07
293.Domenici.2.23.99.docx	1.00	1217.00	14.84	20.30	80.12	58.59	17.01	8.87	2.63	3.37	1.15	0.58	1.15	8.13	7.23	15.78	9.94	1.56	10.35	1.89	3.94	11.67	5.75	3.78	1.07	1.07	0.00	11.50	0.00	0.00	1.23	3.45	1.81	1.64	0.16	0.99	0.08	16.52	2.22	1.81	1.48	2.71	0.82	0.49	4.35	4.60	0.66	0.08	0.58	0.00	0.08	0.00	0.00	0.08	0.00	11.59	1.81	6.24	3.45	2.30	2.79	0.00	0.16	0.58	0.00	0.66	0.25	0.08	0.08	5.09	6.33	0.08	0.00	2.14	0.00	0.00	0.00	1.56	0.00	0.16	15.37
294.Mack.4.25.00.docx	1.00	252.00	19.38	31.35	65.08	39.68	6.75	2.78	1.59	0.40	0.40	0.00	0.40	3.97	7.14	11.90	7.54	0.00	6.35	1.59	0.79	13.10	1.59	0.79	0.79	1.19	0.00	2.78	0.00	0.00	0.40	5.56	3.57	1.98	0.79	0.00	1.19	11.11	3.57	0.40	1.59	0.40	1.98	0.79	3.17	0.79	0.79	0.00	0.40	0.40	0.40	0.40	0.00	0.00	0.00	13.10	3.57	6.35	2.78	3.17	4.37	1.59	0.00	1.19	0.00	0.40	0.40	0.00	0.00	9.13	4.37	0.00	0.40	0.00	0.00	1.59	0.00	3.17	0.00	0.00	18.65
295.McCain.2.9.98.docx	1.00	1409.00	20.13	37.33	69.69	44.14	7.81	3.69	0.71	1.85	0.00	0.64	0.50	4.12	6.39	9.30	6.81	1.35	4.97	1.63	1.99	14.19	4.54	0.99	2.20	0.21	0.00	5.32	0.14	0.14	0.64	6.17	2.91	3.26	0.21	1.92	0.71	14.90	1.49	2.13	1.70	1.63	1.85	1.06	4.54	1.70	0.57	0.14	0.07	0.35	0.21	0.14	0.07	0.00	0.00	11.71	1.92	6.74	2.63	2.63	2.70	0.78	0.50	0.43	0.14	0.50	0.00	0.00	0.00	6.03	4.54	0.07	0.14	0.00	0.00	0.43	0.00	1.06	0.00	0.00	12.28
