"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"1257",1563,"Afghanistan","Hoeffel",1,"9/14/2001","House","Harm",1,0.0331
"1260",648,"Iraq","Hoeffel",1,"3/4/2003","House","Harm",2,0.0285
"1263",1500,"Iraq","Holden",1,"10/9/2002","House","Harm",2,0.0504
"1264",1717,"Afghanistan","Holt",1,"9/14/2001","House","Harm",2,0.0914
"1266",1412,"Iraq","Holt",1,"10/10/2002","House","Harm",6,0.0314
"1269",650,"Iraq","Holt",1,"3/5/2003","House","Harm",4,0.0493
"1272",550,"Sudan","Holt",1,"4/5/2006","House","Harm",4,0.0751
"1276",1070,"Libya","Holt",1,"6/24/2011","House","Harm",1,0.0398
"1278",1501,"Iraq","Honda",1,"10/9/2002","House","Harm",5,0.1403
"1281",1302,"Iraq","Honda",1,"10/10/2002","House","Harm",2,0.2012
"1284",1691,"Afghanistan","Hooley",1,"9/14/2001","House","Harm",3,0.0402
"1287",1502,"Iraq","Hooley",1,"10/9/2002","House","Harm",9,0.1938
"1290",1106,"Kosovo","Hoyer",1,"3/17/1998","House","Harm",3,0.0375
"1294",1589,"Afghanistan","Hoyer",1,"9/14/2001","House","Harm",6,0.1694
"1298",1504,"Iraq","Hoyer",1,"10/9/2002","House","Harm",2,0.025
"1300",845,"Sudan","Hoyer",1,"7/21/2004","House","Harm",2,0.0497
"1308",1084,"Libya","Hoyer",1,"6/24/2011","House","Harm",1,0.0159
"1316",1505,"Iraq","Inslee",1,"10/9/2002","House","Harm",3,0.0575
"1321",657,"Iraq","Inslee",1,"3/5/2003","House","Harm",12,0.1309
"1325",655,"Iraq","Inslee",1,"3/13/2003","House","Harm",38,0.0662
"1331",2299,"Russia","Isakson",1,"6/21/2007","Senate Hearings","Harm",1,0.0202
"1332",2406,"Sudan","Isakson",1,"5/12/2010","Senate Hearings","Harm",2,0.0581
"1336",2224,"Libya","Isakson",1,"3/31/2011","Senate Hearings","Harm",1,0.0156
"1338",1693,"Afghanistan","Israel",1,"9/14/2001","House","Harm",4,0.1603
"1341",1740,"Afghanistan","JacksonIL",1,"9/14/2001","House","Harm",11,0.0907
"1346",838,"Sudan","JacksonIL",1,"7/21/2004","House","Harm",3,0.0421
"1351",1350,"Sudan","Jackson-Lee",1,"2/8/2007","House Hearings","Harm",3,0.0304
"1354",1951,"Russia","Jackson-Lee",1,"11/9/2008","House Hearings","Harm",1,0.0097
"1359",1111,"Kosovo","Jackson-Lee",1,"3/17/1998","House","Harm",2,0.0334
"1361",1698,"Afghanistan","Jackson-Lee",1,"9/14/2001","House","Harm",6,0.0953
"1365",665,"Iraq","Jackson-Lee",1,"6/17/2002","House","Harm",11,0.0759
"1366",666,"Iraq","Jackson-Lee",1,"9/4/2002","House","Harm",3,0.1816
"1369",1240,"Iraq","Jackson-Lee",1,"10/9/2002","House","Harm",34,0.1291
"1372",1307,"Iraq","Jackson-Lee",1,"10/10/2002","House","Harm",5,0.0898
"1375",667,"Iraq","Jackson-Lee",1,"10/15/2002","House","Harm",2,0.0643
"1377",659,"Iraq","Jackson-Lee",1,"2/27/2003","House","Harm",2,0.1002
"1380",668,"Iraq","Jackson-Lee",1,"3/18/2003","House","Harm",10,0.134
"1382",824,"Sudan","Jackson-Lee",1,"5/13/2004","House","Harm",7,0.027
"1384",660,"Sudan","Jackson-Lee",1,"7/7/2004","House","Harm",2,0.1
"1386",661,"Sudan","Jackson-Lee",1,"7/13/2004","House","Harm",6,0.1469
"1390",662,"Sudan","Jackson-Lee",1,"7/15/2004","House","Harm",1,0.0099
"1394",836,"Sudan","Jackson-Lee",1,"7/21/2004","House","Harm",3,0.0223
"1396",664,"Sudan","Jackson-Lee",1,"6/9/2005","House","Harm",1,0.0501
"1397",539,"Sudan","Jackson-Lee",1,"4/5/2006","House","Harm",1,0.0119
"1401",1792,"Sudan","Jackson-Lee",1,"9/25/2006","House","Harm",3,0.0335
"1406",851,"Iran","Jackson-Lee",1,"7/30/2007","House","Harm",1,0.0211
"1409",866,"Sudan","Jackson-Lee",1,"7/30/2007","House","Harm",3,0.0372
"1413",563,"Iran","Jackson-Lee",1,"4/15/2008","House","Harm",22,0.105
"1418",658,"Iran","Jackson-Lee",1,"12/15/2009","House","Harm",2,0.0276
"1422",671,"Libya","Jackson-Lee",1,"3/17/2011","House","Harm",2,0.0738
"1425",1042,"Libya","Jackson-Lee",1,"6/3/2011","House","Harm",21,0.0891
"1430",1047,"Libya","Jackson-Lee",1,"6/24/2011","House","Harm",28,0.0969
"1434",672,"Syria","Jackson-Lee",1,"3/5/2012","House","Harm",1,0.0432
"1436",663,"Syria","Jackson-Lee",1,"6/8/2012","House","Harm",2,0.095
"1439",1158,"Iran","Jackson-Lee",1,"7/9/2008","House Hearings","Harm",3,0.0231
"1441",1506,"Iraq","Jefferson",1,"10/9/2002","House","Harm",6,0.0748
"1445",674,"Sudan","Jefferson",1,"9/20/2006","House","Harm",3,0.0407
"1448",503,"Iraq","Jeffords",1,"10/7/2002","Senate","Harm",9,0.0582
"1450",432,"Iraq","Jeffords",1,"10/10/2002","Senate","Harm",5,0.0691
"1452",16,"Iraq","JohnsonSD",1,"1/30/2003","Senate","Harm",5,0.0478
"1458",1242,"Iraq","JonesOH",1,"10/9/2002","House","Harm",11,0.1465
"1460",1320,"Iraq","JonesOH",1,"10/10/2002","House","Harm",1,0.0445
"1464",234,"Syria","Kaine",1,"9/11/2013","Senate","Harm",18,0.0638
"1468",1507,"Iraq","Kanjorski",1,"10/9/2002","House","Harm",3,0.0426
"1474",678,"Iraq","Kaptur",1,"10/7/2002","House","Harm",5,0.0595
"1476",1049,"Libya","Kaptur",1,"6/24/2011","House","Harm",7,0.1244
"1478",677,"Syria","Kaptur",1,"2/29/2012","House","Harm",4,0.1724
"1481",750,"Syria","Kaptur",1,"9/10/2013","House","Harm",1,0.0432
"1492",242,"Iraq","Kennedy",1,"10/7/2002","Senate","Harm",20,0.1414
"1495",507,"Iraq","Kennedy",1,"10/7/2002","Senate","Harm",46,0.1639
"1499",402,"Iraq","Kennedy",1,"10/10/2002","Senate","Harm",86,0.1266
"1503",42,"Iraq","Kennedy",1,"1/29/2003","Senate","Harm",37,0.1412
"1506",239,"Iraq","Kennedy",1,"3/5/2003","Senate","Harm",2,0.0817
"1510",240,"Iraq","Kennedy",1,"3/13/2003","Senate","Harm",62,0.1668
"1514",115,"Sudan","Kennedy",1,"5/6/2004","Senate","Harm",1,0.023
"1516",1447,"Iraq","KennedyRI",1,"10/10/2002","House","Harm",52,0.1253
"1519",252,"Iraq","Kerrey",1,"3/2/2000","Senate","Harm",4,0.0387
"1523",2175,"Iraq","Kerrey",1,"3/1/2001","Senate Hearings","Harm",15,0.0393
"1527",250,"Iraq","Kerrey",1,"2/25/1998","Senate","Harm",12,0.063
"1530",251,"Iraq","Kerrey",1,"2/25/1999","Senate","Harm",9,0.0418
"1533",2198,"Iraq","Kerry",1,"7/31/2002","Senate Hearings","Harm",2,0.0197
"1537",513,"Iraq","Kerry",1,"10/9/2002","Senate","Harm",44,0.0704
"1540",2048,"Iran","Kerry",1,"7/9/2008","Senate Hearings","Harm",1,0.0059
"1545",2129,"Iran","Kerry",1,"3/3/2009","Senate Hearings","Harm",1,0.004
"1549",2065,"Iran","Kerry",1,"3/5/2009","Senate Hearings","Harm",2,0.0082
"1555",2448,"Sudan","Kerry",1,"7/30/2009","Senate Hearings","Harm",9,0.0292
"1559",2402,"Sudan","Kerry",1,"5/12/2010","Senate Hearings","Harm",4,0.019
"1563",2085,"Iran","Kerry",1,"6/22/2010","Senate Hearings","Harm",2,0.0076
"1568",2332,"North Korea","Kerry",1,"3/1/2011","Senate Hearings","Harm",2,0.0047
"1572",2225,"Libya","Kerry",1,"3/31/2011","Senate Hearings","Harm",1,0.0056
"1576",2263,"Libya","Kerry",1,"4/6/2011","Senate Hearings","Harm",2,0.0071
"1580",299,"Libya","Kerry",1,"6/21/2011","Senate","Harm",12,0.0514
"1585",2213,"Libya","Kerry",1,"6/28/2011","Senate Hearings","Harm",15,0.0599
"1588",2247,"Syria","Kerry",1,"3/1/2012","House Hearings","Harm",2,0.0136
"1594",2257,"Syria","Kerry",1,"4/19/2012","House Hearings","Harm",7,0.0248
"1599",1759,"Afghanistan","Kilpatrick",1,"9/14/2001","House","Harm",2,0.0727
"1603",1509,"Iraq","Kilpatrick",1,"10/9/2002","House","Harm",5,0.0615
"1606",686,"Sudan","Kilpatrick",1,"9/20/2006","House","Harm",4,0.0248
"1611",1243,"Iraq","Kind",1,"10/9/2002","House","Harm",2,0.0178
"1613",656,"Iraq","Kind",1,"3/13/2003","House","Harm",1,0.0106
"1615",1587,"Afghanistan","Kleczka",1,"9/14/2001","House","Harm",1,0.053
"1618",1510,"Iraq","Kleczka",1,"10/9/2002","House","Harm",5,0.0624
"1620",1585,"Afghanistan","Kucinich",1,"9/14/2001","House","Harm",2,0.0678
"1623",696,"Iraq","Kucinich",1,"9/10/2002","House","Harm",3,0.2125
"1625",697,"Iraq","Kucinich",1,"9/19/2002","House","Harm",9,0.1595
"1628",698,"Iraq","Kucinich",1,"10/3/2002","House","Harm",41,0.0599
"1632",1427,"Iraq","Kucinich",1,"10/10/2002","House","Harm",4,0.0374
"1635",699,"Iraq","Kucinich",1,"1/8/2003","House","Harm",15,0.1822
"1638",700,"Iraq","Kucinich",1,"1/27/2003","House","Harm",2,0.1517
"1640",715,"Iran","Kucinich",1,"4/26/2006","House","Harm",11,0.0618
"1642",701,"Iran","Kucinich",1,"5/23/2006","House","Harm",3,0.1593
"1643",702,"Iran","Kucinich",1,"9/27/2006","House","Harm",2,0.1346
"1645",1779,"Iran","Kucinich",1,"9/28/2006","House","Harm",4,0.1231
"1646",703,"Iran","Kucinich",1,"9/28/2006","House","Harm",2,0.1045
"1651",704,"Iran","Kucinich",1,"3/1/2007","House","Harm",3,0.1675
"1653",705,"Iran","Kucinich",1,"3/15/2007","House","Harm",6,0.2897
"1655",706,"Iran","Kucinich",1,"3/27/2007","House","Harm",1,0.0807
"1656",707,"Iran","Kucinich",1,"1/16/2008","House","Harm",5,0.2832
"1658",1770,"Iran","Kucinich",1,"9/26/2008","House","Harm",1,0.019
"1660",1018,"Libya","Kucinich",1,"6/3/2011","House","Harm",7,0.1104
"1663",1048,"Libya","Kucinich",1,"6/24/2011","House","Harm",24,0.2529
"1664",815,"Libya","Kucinich",1,"6/24/2011","House","Harm",5,0.2366
"1667",708,"Iran","Kucinich",1,"5/17/2012","House","Harm",9,0.1344
"1669",1511,"Iraq","Kucinich",1,"10/9/2002","House","Harm",13,0.2132
"1674",1105,"Kosovo","Lampson",1,"3/17/1998","House","Harm",2,0.0641
"1678",487,"Iraq","Landrieu",1,"10/10/2002","Senate","Harm",24,0.0743
"1685",536,"Sudan","Langevin",1,"4/5/2006","House","Harm",2,0.0703
"1691",1561,"Afghanistan","Lantos",1,"9/14/2001","House","Harm",6,0.0486
"1694",1514,"Iraq","Lantos",1,"10/9/2002","House","Harm",1,0.1012
"1696",1310,"Iraq","Lantos",1,"10/10/2002","House","Harm",9,0.0799
"1699",1265,"Syria","Lantos",1,"11/20/2003","House","Harm",2,0.0342
"1706",827,"Sudan","Lantos",1,"7/21/2004","House","Harm",5,0.1065
"1711",1898,"Sudan","Lantos",1,"6/22/2005","House Hearings","Harm",3,0.0219
"1714",733,"Iran","Lantos",1,"10/27/2005","House","Harm",3,0.2106
"1719",533,"Sudan","Lantos",1,"4/5/2006","House","Harm",6,0.0778
"1722",712,"Iran","Lantos",1,"4/26/2006","House","Harm",1,0.0129
"1726",1836,"Sudan","Lantos",1,"5/18/2006","House Hearings","Harm",2,0.0147
"1730",1865,"North Korea","Lantos",1,"6/29/2006","House Hearings","Harm",1,0.0074
"1733",1794,"Sudan","Lantos",1,"9/25/2006","House","Harm",2,0.0286
"1744",1392,"Iran","Lantos",1,"3/6/2007","House Hearings","Harm",1,0.0058
"1746",734,"Kosovo","Lantos",1,"3/24/1999","House","Harm",1,0.0653
"1748",1854,"Russia","Lantos",1,"5/12/1999","House Hearings","Harm",5,0.0513
"1751",1922,"Russia","Lantos",1,"10/6/1999","House Hearings","Harm",4,0.0245
"1753",736,"Afghanistan","Larson",1,"9/14/2001","House","Harm",1,0.029
"1757",1515,"Iraq","Larson",1,"10/9/2002","House","Harm",4,0.0356
"1760",544,"Sudan","Larson",1,"4/5/2006","House","Harm",1,0.0157
"1762",266,"Iran","Lautenberg",1,"10/27/2005","Senate","Harm",1,0.0326
"1764",265,"Libya","Lautenberg",1,"6/28/2006","Senate","Harm",2,0.0273
"1770",377,"Iraq","Leahy",1,"10/9/2002","Senate","Harm",18,0.0581
"1774",268,"Iraq","Leahy",1,"1/30/2003","Senate","Harm",17,0.089
"1778",270,"Iraq","Leahy",1,"3/13/2003","Senate","Harm",15,0.0756
"1785",271,"Sudan","Leahy",1,"9/19/2006","Senate","Harm",3,0.0215
"1789",267,"Iraq","Leahy",1,"2/26/1998","Senate","Harm",11,0.0632
"1792",1202,"Russia","LeeCA",1,"9/27/2000","House Hearings","Harm",3,0.0927
"1793",1822,"Russia","LeeCA",1,"9/27/2000","House Hearings","Harm",3,0.0916
"1795",1574,"Afghanistan","LeeCA",1,"9/14/2001","House","Harm",7,0.1031
"1799",1296,"Iraq","LeeCA",1,"10/10/2002","House","Harm",13,0.1015
"1802",1900,"Sudan","LeeCA",1,"6/22/2005","House Hearings","Harm",4,0.0525
"1804",535,"Sudan","LeeCA",1,"4/5/2006","House","Harm",1,0.0163
"1808",1837,"Sudan","LeeCA",1,"5/18/2006","House Hearings","Harm",1,0.0106
"1812",738,"Sudan","LeeCA",1,"9/20/2006","House","Harm",3,0.0338
"1814",860,"Sudan","LeeCA",1,"7/30/2007","House","Harm",1,0.0111
"1816",561,"Iran","LeeCA",1,"4/15/2008","House","Harm",16,0.0807
"1820",1160,"Iran","LeeCA",1,"7/9/2008","House Hearings","Harm",1,0.0134
"1824",1028,"Libya","LeeCA",1,"6/3/2011","House","Harm",2,0.0699
"1830",520,"Iraq","LevinC",1,"10/9/2002","Senate","Harm",12,0.0393
"1834",413,"Iraq","LevinC",1,"10/10/2002","Senate","Harm",10,0.0281
"1838",273,"Iraq","LevinC",1,"1/9/2003","Senate","Harm",4,0.0226
"1842",275,"Iraq","LevinC",1,"3/17/2003","Senate","Harm",11,0.0652
"1848",301,"Syria","LevinC",1,"5/9/2013","Senate","Harm",2,0.0194
"1852",191,"Iraq","LevinC",1,"2/12/1998","Senate","Harm",2,0.0202
"1854",1109,"Kosovo","LevinS",1,"3/17/1998","House","Harm",1,0.0725
"1856",1726,"Afghanistan","LevinS",1,"9/14/2001","House","Harm",1,0.0477
"1859",1409,"Iraq","LevinS",1,"10/10/2002","House","Harm",3,0.0446
"1861",1077,"Libya","LevinS",1,"6/24/2011","House","Harm",1,0.0737
"1865",739,"Kosovo","LevinS",1,"7/8/1998","House","Harm",2,0.0243
"1868",740,"Iraq","LewisGA",1,"3/6/2003","House","Harm",15,0.3086
"1870",742,"Iraq","LewisGA",1,"3/19/2003","House","Harm",15,0.3001
"1872",193,"Iran","Lieberman",1,"2/22/2000","Senate","Harm",1,0.0058
"1876",280,"Iraq","Lieberman",1,"9/13/2002","Senate","Harm",7,0.0502
"1880",281,"Iraq","Lieberman",1,"10/2/2002","Senate","Harm",5,0.0772
"1884",504,"Iraq","Lieberman",1,"10/7/2002","Senate","Harm",25,0.0651
"1887",366,"Iraq","Lieberman",1,"10/8/2002","Senate","Harm",21,0.0732
"1891",376,"Iraq","Lieberman",1,"10/9/2002","Senate","Harm",6,0.0238
"1895",403,"Iraq","Lieberman",1,"10/10/2002","Senate","Harm",33,0.0536
"1902",498,"Iran","Lieberman",1,"9/24/2007","Senate","Harm",14,0.0709
"1906",305,"Libya","Lieberman",1,"3/14/2011","Senate","Harm",5,0.0244
"1909",277,"Syria","Lieberman",1,"4/14/2011","Senate","Harm",1,0.0074
"1913",279,"Syria","Lieberman",1,"5/5/2011","Senate","Harm",2,0.0127
"1917",190,"Iraq","Lieberman",1,"2/12/1998","Senate","Harm",11,0.0536
"1921",332,"Iran","Lieberman",1,"5/22/1998","Senate","Harm",1,0.0033
"1924",1699,"Afghanistan","Lofgren",1,"9/14/2001","House","Harm",3,0.1124
"1929",1518,"Iraq","Lofgren",1,"10/9/2002","House","Harm",4,0.0808
"1932",1712,"Afghanistan","Lowey",1,"9/14/2001","House","Harm",4,0.1192
"1934",557,"Sudan","Lowey",1,"4/5/2006","House","Harm",1,0.0263
"1937",1992,"Afghanistan","Lugar",1,"12/6/2001","Senate Hearings","Harm",2,0.0365
"1941",2002,"Afghanistan","Lugar",1,"6/26/2002","Senate Hearings","Harm",2,0.0084
"1945",2199,"Iraq","Lugar",1,"7/31/2002","Senate Hearings","Harm",21,0.0372
"1949",2352,"North Korea","Lugar",1,"2/4/2003","Senate Hearings","Harm",5,0.0131
"1956",2042,"Iran","Lugar",1,"10/28/2003","Senate Hearings","Harm",2,0.0076
"1959",2015,"Syria","Lugar",1,"10/30/2003","Senate Hearings","Harm",1,0.0039
"1961",339,"Syria","Lugar",1,"11/11/2003","Senate","Harm",1,0.0098
"1964",2337,"North Korea","Lugar",1,"7/15/2004","Senate Hearings","Harm",3,0.0121
"1968",2461,"Sudan","Lugar",1,"9/9/2004","Senate Hearings","Harm",8,0.0383
"1972",2475,"Sudan","Lugar",1,"9/28/2005","Senate Hearings","Harm",1,0.0053
"1975",2021,"Iran","Lugar",1,"3/2/2006","Senate Hearings","Harm",4,0.0111
"1980",2366,"North Korea","Lugar",1,"7/20/2006","Senate Hearings","Harm",5,0.0139
"1983",2413,"Sudan","Lugar",1,"4/11/2007","Senate Hearings","Harm",1,0.0085
"1986",2300,"Russia","Lugar",1,"6/21/2007","Senate Hearings","Harm",1,0.005
"1988",2434,"Sudan","Lugar",1,"4/23/2008","Senate Hearings","Harm",1,0.0073
"1991",2049,"Iran","Lugar",1,"7/9/2008","Senate Hearings","Harm",3,0.0149
"1995",2310,"Russia","Lugar",1,"9/17/2008","Senate Hearings","Harm",1,0.004
"2001",2379,"North Korea","Lugar",1,"6/11/2009","Senate Hearings","Harm",1,0.0051
"2002",2449,"Sudan","Lugar",1,"7/30/2009","Senate Hearings","Harm",1,0.0066
"2005",2403,"Sudan","Lugar",1,"5/12/2010","Senate Hearings","Harm",4,0.0465
"2012",2333,"North Korea","Lugar",1,"3/1/2011","Senate Hearings","Harm",3,0.011
"2016",2226,"Libya","Lugar",1,"3/31/2011","Senate Hearings","Harm",28,0.1633
"2019",2264,"Libya","Lugar",1,"4/6/2011","Senate Hearings","Harm",9,0.0725
"2022",2216,"Libya","Lugar",1,"6/28/2011","Senate Hearings","Harm",36,0.15
"2025",204,"Libya","Lugar",1,"7/5/2011","Senate","Harm",46,0.1536
"2032",2248,"Syria","Lugar",1,"3/1/2012","House Hearings","Harm",2,0.019
"2043",1430,"Iraq","Luther",1,"10/10/2002","House","Harm",3,0.0473
"2045",1002,"Libya","Lynch",1,"6/3/2011","House","Harm",2,0.0862
"2048",1052,"Libya","Lynch",1,"6/24/2011","House","Harm",1,0.041
"2052",744,"Afghanistan","MaloneyC",1,"2/16/2000","House","Harm",1,0.0169
"2056",1246,"Iraq","MaloneyC",1,"10/9/2002","House","Harm",4,0.071
"2060",747,"Syria","MaloneyC",1,"9/10/2013","House","Harm",1,0.08
"2062",1744,"Afghanistan","MaloneyCT",1,"9/14/2001","House","Harm",2,0.06
"2067",1441,"Iraq","MaloneyCT",1,"10/10/2002","House","Harm",9,0.0791
"2071",1757,"Afghanistan","Markey",1,"9/14/2001","House","Harm",5,0.1249
"2075",1406,"Iraq","Markey",1,"10/10/2002","House","Harm",1,0.0084
"2079",1791,"Iran","Markey",1,"9/28/2006","House","Harm",1,0.0387
"2081",1520,"Iraq","Matheson",1,"10/9/2002","House","Harm",3,0.1
"2084",1417,"Iraq","MatsuiR",1,"10/10/2002","House","Harm",5,0.0923
"2085",1521,"Iraq","McCarthyMO",1,"10/9/2002","House","Harm",2,0.0335
"2087",1344,"Iraq","McCarthyMO",1,"10/10/2002","House","Harm",6,0.0924
"2090",1732,"Afghanistan","McCarthyNY",1,"9/14/2001","House","Harm",2,0.0625
"2101",1796,"Sudan","McCollum",1,"9/25/2006","House","Harm",1,0.0257
"2105",2427,"Sudan","McCollum",1,"5/15/1997","Senate Hearings","Harm",2,0.0055
"2107",1653,"Afghanistan","McDermott",1,"9/14/2001","House","Harm",4,0.1368
"2109",586,"Iraq","McDermott",1,"9/18/2002","House","Harm",3,0.0424
"2112",1304,"Iraq","McDermott",1,"10/10/2002","House","Harm",48,0.1048
"2115",1114,"Iraq","McDermott",1,"3/5/2003","House","Harm",8,0.1182
"2117",752,"Iran","McDermott",1,"4/25/2006","House","Harm",10,0.1183
"2120",751,"Iran","McDermott",1,"4/18/2007","House","Harm",4,0.0687
"2122",754,"Iran","McDermott",1,"5/15/2007","House","Harm",6,0.0877
"2123",753,"Iran","McDermott",1,"7/17/2007","House","Harm",6,0.1019
"2126",755,"Iran","McDermott",1,"10/2/2007","House","Harm",10,0.2049
"2127",756,"Iran","McDermott",1,"11/9/2007","House","Harm",6,0.2557
"2129",757,"Iran","McDermott",1,"3/13/2008","House","Harm",2,0.0945
"2130",758,"Iran","McDermott",1,"9/10/2008","House","Harm",8,0.1139
"2133",1075,"Libya","McDermott",1,"6/24/2011","House","Harm",1,0.0442
"2136",1747,"Afghanistan","McGovern",1,"9/14/2001","House","Harm",1,0.0224
"2141",760,"Iraq","McGovern",1,"9/5/2002","House","Harm",4,0.0555
"2143",1416,"Iraq","McGovern",1,"10/10/2002","House","Harm",1,0.048
"2145",547,"Sudan","McGovern",1,"4/5/2006","House","Harm",2,0.0366
"2148",761,"Sudan","McGovern",1,"9/21/2006","House","Harm",1,0.0153
"2150",759,"Sudan","McGovern",1,"2/29/2012","House","Harm",3,0.0403
"2154",762,"Sudan","McGovern",1,"3/7/2012","House","Harm",1,0.0136
"2157",1649,"Afghanistan","McKinney",1,"9/14/2001","House","Harm",1,0.0396
"2159",1523,"Iraq","McKinney",1,"10/9/2002","House","Harm",14,0.1709
"2161",770,"Iraq","McNulty",1,"10/8/2002","House","Harm",4,0.1134
"2163",542,"Sudan","McNulty",1,"4/5/2006","House","Harm",3,0.0865
"2167",1524,"Iraq","Meehan",1,"10/9/2002","House","Harm",1,0.0121
"2171",1599,"Afghanistan","MeekC",1,"9/14/2001","House","Harm",2,0.0991
"2174",1525,"Iraq","MeekC",1,"10/9/2002","House","Harm",6,0.0773
"2176",1902,"Sudan","MeeksNY",1,"6/22/2005","House Hearings","Harm",1,0.043
"2179",1352,"Sudan","MeeksNY",1,"2/8/2007","House Hearings","Harm",1,0.0355
"2180",1163,"Libya","MeeksNY",1,"3/31/2011","House Hearings","Harm",1,0.0101
"2186",1672,"Afghanistan","Menendez",1,"9/14/2001","House","Harm",4,0.0814
"2189",2417,"Sudan","Menendez",1,"4/11/2007","Senate Hearings","Harm",3,0.031
"2194",2440,"Sudan","Menendez",1,"4/23/2008","Senate Hearings","Harm",1,0.005
"2201",2227,"Libya","Menendez",1,"3/31/2011","Senate Hearings","Harm",3,0.0486
"2206",2266,"Libya","Menendez",1,"4/6/2011","Senate Hearings","Harm",4,0.0786
"2208",2249,"Syria","Menendez",1,"3/1/2012","House Hearings","Harm",2,0.0636
"2212",326,"Iran","Menendez",1,"5/21/2012","Senate","Harm",3,0.0442
"2216",2323,"North Korea","Menendez",1,"3/7/2013","Senate Hearings","Harm",1,0.0046
"2222",496,"Syria","Menendez",1,"9/9/2013","Senate","Harm",4,0.0161
"2228",500,"Iraq","Mikulski",1,"10/7/2002","Senate","Harm",17,0.0915
"2231",475,"Iraq","Mikulski",1,"10/10/2002","Senate","Harm",7,0.0741
"2234",494,"Syria","Mikulski",1,"9/9/2013","Senate","Harm",5,0.0288
"2237",1682,"Afghanistan","Millender-McDonald",1,"9/14/2001","House","Harm",2,0.0894
"2238",1526,"Iraq","Millender-McDonald",1,"10/9/2002","House","Harm",9,0.1167
"2240",314,"Iraq","Miller",1,"10/3/2002","Senate","Harm",3,0.1032
"2242",1566,"Afghanistan","MillerGeorge",1,"9/14/2001","House","Harm",3,0.076
"2245",877,"Sudan","MillerNC",1,"7/30/2007","House","Harm",2,0.0592
"2248",1597,"Afghanistan","MinkHI",1,"9/14/2001","House","Harm",4,0.2057
"2249",1455,"Iraq","MooreKS",1,"10/10/2002","House","Harm",3,0.0533
"2251",773,"Sudan","MooreWI",1,"9/20/2006","House","Harm",6,0.1126
"2257",1342,"Iraq","MoranVA",1,"10/10/2002","House","Harm",5,0.1163
"2262",774,"Sudan","MoranVA",1,"9/19/2006","House","Harm",1,0.0487
"2264",775,"Sudan","MoranVA",1,"7/26/2007","House","Harm",1,0.0711
"2267",1008,"Libya","MoranVA",1,"6/3/2011","House","Harm",1,0.0111
"2272",1051,"Libya","MoranVA",1,"6/24/2011","House","Harm",4,0.0484
"2277",685,"Kosovo","MoranVA",1,"3/24/1998","House","Harm",2,0.0372
"2287",526,"Iraq","Murray",1,"10/9/2002","Senate","Harm",22,0.0872
"2291",1107,"Kosovo","Nadler",1,"3/17/1998","House","Harm",4,0.0949
"2293",1721,"Afghanistan","Nadler",1,"9/14/2001","House","Harm",12,0.1459
"2297",1332,"Iraq","Nadler",1,"10/10/2002","House","Harm",1,0.0284
"2299",1004,"Libya","Nadler",1,"6/3/2011","House","Harm",8,0.2068
"2302",1576,"Afghanistan","Napolitano",1,"9/14/2001","House","Harm",2,0.0796
"2309",2202,"Iraq","NelsonFL",1,"7/31/2002","Senate Hearings","Harm",4,0.0307
"2311",385,"Iraq","NelsonFL",1,"9/20/2002","Senate","Harm",10,0.0698
"2314",364,"Iraq","NelsonNE",1,"10/7/2002","Senate","Harm",19,0.0669
"2317",387,"North Korea","NelsonFL",1,"1/10/2003","Senate","Harm",1,0.0074
"2319",2399,"North Korea","NelsonFL",1,"3/6/2003","Senate Hearings","Harm",2,0.074
"2327",493,"Syria","NelsonFL",1,"9/9/2013","Senate","Harm",2,0.0128
"2332",820,"Sudan","Norton",1,"4/4/2000","House","Harm",6,0.0179
"2335",1570,"Afghanistan","Norton",1,"9/14/2001","House","Harm",2,0.1455
"2339",2482,"Sudan","Obama",1,"9/28/2005","Senate Hearings","Harm",1,0.0236
"2343",2058,"Iran","Obama",1,"3/29/2007","Senate Hearings","Harm",2,0.0338
"2347",1301,"Iraq","Oberstar",1,"10/10/2002","House","Harm",6,0.1361
"2350",781,"Iraq","Obey",1,"3/6/2003","House","Harm",18,0.0722
"2352",841,"Sudan","Olver",1,"7/21/2004","House","Harm",2,0.0677
"2355",782,"Kosovo","Olver",1,"2/3/1999","House","Harm",2,0.1244
"2357",1630,"Afghanistan","Ortiz",1,"9/14/2001","House","Harm",6,0.0916
"2360",1319,"Iraq","OwensM",1,"10/10/2002","House","Harm",1,0.0511
"2361",1091,"Iraq","Pallone",1,"3/5/2003","House","Harm",9,0.2053
"2363",1267,"Syria","Pallone",1,"11/20/2003","House","Harm",1,0.0435
"2364",783,"Sudan","Pallone",1,"2/14/2006","House","Harm",1,0.0144
"2368",1453,"Iraq","Pascrell",1,"10/10/2002","House","Harm",7,0.0813
"2370",784,"Iran","Pascrell",1,"2/13/2007","House","Harm",2,0.1491
"2373",1632,"Afghanistan","Pastor",1,"9/14/2001","House","Harm",2,0.1423
"2376",1249,"Iraq","Pastor",1,"10/9/2002","House","Harm",4,0.1309
"2378",1331,"Iraq","Pastor",1,"10/10/2002","House","Harm",2,0.1172
"2382",819,"Sudan","PayneD",1,"4/4/2000","House","Harm",9,0.0251
"2387",821,"Sudan","PayneD",1,"6/12/2001","House","Harm",32,0.0641
