ID,Region,Name,Party,Date,Venue,Foundation,Reference,Coverage
185,North Korea,Feinstein,D,4/10/2003,Senate,Ingroup,2,0.0099
185,North Korea,Feinstein,D,4/10/2003,Senate,Purity,1,0.0047
350,Syria,Feinstein,D,11/11/2003,Senate,Ingroup,1,0.0204
236,Syria,Feinstein,D,9/11/2013,Senate,Authority,8,0.0276
236,Syria,Feinstein,D,9/11/2013,Senate,Fairness,1,0.0029
236,Syria,Feinstein,D,9/11/2013,Senate,Harm,17,0.0548
236,Syria,Feinstein,D,9/11/2013,Senate,Ingroup,2,0.0074
211,Kosovo,Feinstein,D,9/23/1998,Senate,Authority,1,0.0155
211,Kosovo,Feinstein,D,9/23/1998,Senate,Fairness,1,0.0174
211,Kosovo,Feinstein,D,9/23/1998,Senate,Harm,5,0.0869
211,Kosovo,Feinstein,D,9/23/1998,Senate,Ingroup,1,0.016
1309,Iraq,Filner,D,10/10/2002,House,Harm,3,0.1904
1236,Iraq,Ford,D,10/9/2002,House,Harm,3,0.0295
1236,Iraq,Ford,D,10/9/2002,House,Ingroup,2,0.0205
624,Iraq,Frank,D,12/20/2001,House,Authority,3,0.0351
624,Iraq,Frank,D,12/20/2001,House,Harm,4,0.0433
624,Iraq,Frank,D,12/20/2001,House,Purity,1,0.0111
850,Iran,Frank,D,7/30/2007,House,Authority,1,0.0191
858,Sudan,Frank,D,7/30/2007,House,Authority,3,0.0284
858,Sudan,Frank,D,7/30/2007,House,Fairness,1,0.0092
1602,Iran,Frank,D,10/13/2009,House,Authority,2,0.0197
1602,Iran,Frank,D,10/13/2009,House,Fairness,1,0.0086
1012,Libya,Frank,D,6/3/2011,House,Fairness,1,0.0218
1012,Libya,Frank,D,6/3/2011,House,Harm,2,0.0528
1060,Libya,Frank,D,6/24/2011,House,Ingroup,2,0.1123
1702,Afghanistan,Frost,D,9/14/2001,House,Fairness,1,0.0573
1702,Afghanistan,Frost,D,9/14/2001,House,Ingroup,1,0.0689
1702,Afghanistan,Frost,D,9/14/2001,House,Purity,1,0.0549
1426,Iraq,Frost,D,10/10/2002,House,Authority,5,0.1037
1426,Iraq,Frost,D,10/10/2002,House,Fairness,1,0.0191
1426,Iraq,Frost,D,10/10/2002,House,Harm,2,0.0345
1079,Libya,Garamendi,D,6/24/2011,House,Authority,2,0.0919
1079,Libya,Garamendi,D,6/24/2011,House,Harm,2,0.1195
817,Libya,Garamendi,D,6/24/2011,House,Authority,2,0.1395
817,Libya,Garamendi,D,6/24/2011,House,Harm,1,0.0961
1666,Afghanistan,Gephardt,D,9/14/2001,House,Fairness,1,0.0099
1666,Afghanistan,Gephardt,D,9/14/2001,House,Harm,1,0.0099
1666,Afghanistan,Gephardt,D,9/14/2001,House,Ingroup,2,0.0354
1434,Iraq,Gephardt,D,10/10/2002,House,Authority,4,0.0167
1434,Iraq,Gephardt,D,10/10/2002,House,Harm,6,0.0238
1434,Iraq,Gephardt,D,10/10/2002,House,Ingroup,4,0.0172
1452,Iraq,Gonzalez,D,10/10/2002,House,Harm,3,0.1124
1452,Iraq,Gonzalez,D,10/10/2002,House,Purity,1,0.0389
1708,Afghanistan,GrahamSC,D,9/14/2001,House,Harm,1,0.0489
1708,Afghanistan,GrahamSC,D,9/14/2001,House,Ingroup,2,0.1291
1411,Iraq,GrahamSC,D,10/10/2002,House,Authority,1,0.0156
1411,Iraq,GrahamSC,D,10/10/2002,House,Ingroup,3,0.0569
303,Syria,GrahamSC,D,5/9/2013,Senate,Harm,20,0.1255
303,Syria,GrahamSC,D,5/9/2013,Senate,Ingroup,3,0.015
1657,Afghanistan,GreenG,D,9/14/2001,House,Authority,1,0.0451
1657,Afghanistan,GreenG,D,9/14/2001,House,Fairness,1,0.0443
1657,Afghanistan,GreenG,D,9/14/2001,House,Harm,1,0.0403
1657,Afghanistan,GreenG,D,9/14/2001,House,Ingroup,2,0.0958
543,Sudan,GreenA,D,4/5/2006,House,Fairness,2,0.0725
543,Sudan,GreenA,D,4/5/2006,House,Harm,2,0.0769
543,Sudan,GreenA,D,4/5/2006,House,Ingroup,2,0.0651
727,Iran,GreenG,D,4/26/2006,House,Authority,1,0.0219
879,Sudan,GreenA,D,9/20/2006,House,Fairness,1,0.0195
879,Sudan,GreenA,D,9/20/2006,House,Harm,1,0.0195
879,Sudan,GreenA,D,9/20/2006,House,Purity,1,0.0153
646,Sudan,Hall,D,6/3/1998,House,Harm,1,0.0716
646,Sudan,Hall,D,6/3/1998,House,Ingroup,1,0.0455
646,Sudan,Hall,D,6/3/1998,House,Purity,1,0.0535
637,Iraq,Hamilton,D,8/3/1998,House,Authority,4,0.0416
637,Iraq,Hamilton,D,8/3/1998,House,Ingroup,2,0.0205
792,Iran,Hamilton,D,8/3/1998,House,Authority,2,0.0147
792,Iran,Hamilton,D,8/3/1998,House,Ingroup,3,0.0287
640,Iraq,Hamilton,D,10/5/1998,House,Authority,3,0.0256
640,Iraq,Hamilton,D,10/5/1998,House,Harm,1,0.0072
640,Iraq,Hamilton,D,10/5/1998,House,Ingroup,3,0.0274
484,Iraq,Harkin,D,10/10/2002,Senate,Authority,3,0.0317
484,Iraq,Harkin,D,10/10/2002,Senate,Harm,9,0.0689
1496,Iraq,Harman,D,10/9/2002,House,Authority,2,0.0161
1496,Iraq,Harman,D,10/9/2002,House,Fairness,2,0.019
1496,Iraq,Harman,D,10/9/2002,House,Harm,5,0.0377
1199,Russia,HastingsFL,D,9/27/2000,House Hearings,Authority,3,0.0578
1199,Russia,HastingsFL,D,9/27/2000,House Hearings,Fairness,1,0.0214
1819,Russia,HastingsFL,D,9/27/2000,House Hearings,Authority,3,0.0578
1819,Russia,HastingsFL,D,9/27/2000,House Hearings,Fairness,1,0.0214
1450,Iraq,HastingsFL,D,10/10/2002,House,Harm,9,0.1373
1450,Iraq,HastingsFL,D,10/10/2002,House,Ingroup,1,0.0151
1074,Libya,HastingsFL,D,6/24/2011,House,Harm,3,0.0882
1920,Russia,HastingsFL,D,10/6/1999,House Hearings,Authority,1,0.0168
988,North Korea,HastingsFL,D,10/13/1999,House Hearings,Authority,3,0.0771
1317,Iraq,Hinchey,D,10/10/2002,House,Harm,2,0.1324
1785,Iran,Hinchey,D,9/28/2006,House,Fairness,1,0.0338
1580,Afghanistan,Hinojosa,D,9/14/2001,House,Fairness,1,0.035
1580,Afghanistan,Hinojosa,D,9/14/2001,House,Harm,4,0.1615
1580,Afghanistan,Hinojosa,D,9/14/2001,House,Ingroup,1,0.0344
1580,Afghanistan,Hinojosa,D,9/14/2001,House,Purity,2,0.1234
1498,Iraq,Hinojosa,D,10/9/2002,House,Harm,4,0.0773
1498,Iraq,Hinojosa,D,10/9/2002,House,Ingroup,3,0.0544
1349,Sudan,Hinojosa,D,2/8/2007,House Hearings,Harm,1,0.0483
1089,Libya,Hirono,D,6/24/2011,House,Authority,1,0.014
1089,Libya,Hirono,D,6/24/2011,House,Fairness,1,0.0151
1089,Libya,Hirono,D,6/24/2011,House,Harm,2,0.033
1089,Libya,Hirono,D,6/24/2011,House,Purity,1,0.0147
1563,Afghanistan,Hoeffel,D,9/14/2001,House,Authority,1,0.0697
1563,Afghanistan,Hoeffel,D,9/14/2001,House,Harm,1,0.0331
1563,Afghanistan,Hoeffel,D,9/14/2001,House,Purity,1,0.0321
648,Iraq,Hoeffel,D,3/4/2003,House,Authority,1,0.0264
648,Iraq,Hoeffel,D,3/4/2003,House,Harm,2,0.0285
839,Sudan,Hoeffel,D,7/21/2007,House,Authority,2,0.0912
839,Sudan,Hoeffel,D,7/21/2007,House,Purity,2,0.0843
1500,Iraq,Holden,D,10/9/2002,House,Harm,2,0.0504
1717,Afghanistan,Holt,D,9/14/2001,House,Harm,2,0.0914
1412,Iraq,Holt,D,10/10/2002,House,Authority,6,0.0333
1412,Iraq,Holt,D,10/10/2002,House,Harm,6,0.0314
650,Iraq,Holt,D,3/5/2003,House,Authority,5,0.0666
650,Iraq,Holt,D,3/5/2003,House,Fairness,2,0.0353
650,Iraq,Holt,D,3/5/2003,House,Harm,4,0.0493
650,Iraq,Holt,D,3/5/2003,House,Ingroup,3,0.0338
550,Sudan,Holt,D,4/5/2006,House,Fairness,1,0.0154
550,Sudan,Holt,D,4/5/2006,House,Harm,4,0.0751
550,Sudan,Holt,D,4/5/2006,House,Ingroup,3,0.0642
550,Sudan,Holt,D,4/5/2006,House,Purity,1,0.0191
728,Iran,Holt,D,4/26/2006,House,Authority,1,0.0267
1070,Libya,Holt,D,6/24/2011,House,Harm,1,0.0398
1501,Iraq,Honda,D,10/9/2002,House,Authority,1,0.015
1501,Iraq,Honda,D,10/9/2002,House,Harm,5,0.1403
1501,Iraq,Honda,D,10/9/2002,House,Purity,1,0.0219
1302,Iraq,Honda,D,10/10/2002,House,Authority,1,0.0681
1302,Iraq,Honda,D,10/10/2002,House,Harm,2,0.2012
554,Sudan,Honda,D,4/5/2006,House,Purity,1,0.0387
1691,Afghanistan,Hooley,D,9/14/2001,House,Authority,2,0.0268
1691,Afghanistan,Hooley,D,9/14/2001,House,Harm,3,0.0402
1691,Afghanistan,Hooley,D,9/14/2001,House,Ingroup,2,0.0229
1502,Iraq,Hooley,D,10/9/2002,House,Authority,2,0.034
1502,Iraq,Hooley,D,10/9/2002,House,Harm,9,0.1938
1106,Kosovo,Hoyer,D,3/17/1998,House,Authority,1,0.0112
1106,Kosovo,Hoyer,D,3/17/1998,House,Fairness,2,0.0232
1106,Kosovo,Hoyer,D,3/17/1998,House,Harm,3,0.0375
1106,Kosovo,Hoyer,D,3/17/1998,House,Ingroup,3,0.0347
1106,Kosovo,Hoyer,D,3/17/1998,House,Purity,1,0.0126
1589,Afghanistan,Hoyer,D,9/14/2001,House,Authority,2,0.0593
1589,Afghanistan,Hoyer,D,9/14/2001,House,Harm,6,0.1694
1589,Afghanistan,Hoyer,D,9/14/2001,House,Ingroup,1,0.0245
1589,Afghanistan,Hoyer,D,9/14/2001,House,Purity,1,0.0253
1504,Iraq,Hoyer,D,10/9/2002,House,Authority,3,0.0445
1504,Iraq,Hoyer,D,10/9/2002,House,Harm,2,0.025
1504,Iraq,Hoyer,D,10/9/2002,House,Ingroup,1,0.0135
845,Sudan,Hoyer,D,7/21/2004,House,Harm,2,0.0497
845,Sudan,Hoyer,D,7/21/2004,House,Ingroup,1,0.0223
551,Sudan,Hoyer,D,4/5/2006,House,Fairness,1,0.0339
551,Sudan,Hoyer,D,4/5/2006,House,Purity,2,0.0694
855,Iran,Hoyer,D,7/30/2007,House,Ingroup,1,0.024
875,Sudan,Hoyer,D,7/30/2007,House,Fairness,1,0.0229
1084,Libya,Hoyer,D,6/24/2011,House,Authority,1,0.0207
1084,Libya,Hoyer,D,6/24/2011,House,Fairness,2,0.0386
1084,Libya,Hoyer,D,6/24/2011,House,Harm,1,0.0159
1084,Libya,Hoyer,D,6/24/2011,House,Ingroup,1,0.0168
651,Kosovo,Hoyer,D,3/10/1998,House,Authority,3,0.0314
651,Kosovo,Hoyer,D,3/10/1998,House,Fairness,4,0.042
651,Kosovo,Hoyer,D,3/10/1998,House,Ingroup,4,0.0448
651,Kosovo,Hoyer,D,3/10/1998,House,Purity,1,0.011
1706,Afghanistan,Inslee,D,9/14/2001,House,Ingroup,1,0.1026
1505,Iraq,Inslee,D,10/9/2002,House,Authority,5,0.0829
1505,Iraq,Inslee,D,10/9/2002,House,Harm,3,0.0575
1505,Iraq,Inslee,D,10/9/2002,House,Ingroup,1,0.0145
1346,Iraq,Inslee,D,10/10/2002,House,Authority,1,0.034
1346,Iraq,Inslee,D,10/10/2002,House,Ingroup,1,0.046
657,Iraq,Inslee,D,3/5/2003,House,Authority,2,0.0221
657,Iraq,Inslee,D,3/5/2003,House,Harm,12,0.1309
657,Iraq,Inslee,D,3/5/2003,House,Ingroup,3,0.0364
655,Iraq,Inslee,D,3/13/2003,House,Authority,19,0.0363
655,Iraq,Inslee,D,3/13/2003,House,Fairness,1,0.0023
655,Iraq,Inslee,D,3/13/2003,House,Harm,38,0.0662
655,Iraq,Inslee,D,3/13/2003,House,Ingroup,10,0.018
655,Iraq,Inslee,D,3/13/2003,House,Purity,2,0.004
804,Russia,Inslee,D,7/19/2004,House,Authority,6,0.0575
804,Russia,Inslee,D,7/19/2004,House,Fairness,9,0.1048
804,Russia,Inslee,D,7/19/2004,House,Ingroup,3,0.0345
2299,Russia,Isakson,D,6/21/2007,Senate Hearings,Harm,1,0.0202
2406,Sudan,Isakson,D,5/12/2010,Senate Hearings,Harm,2,0.0581
2083,Iran,Isakson,D,6/22/2010,Senate Hearings,Purity,1,0.0331
2224,Libya,Isakson,D,3/31/2011,Senate Hearings,Authority,1,0.0137
2224,Libya,Isakson,D,3/31/2011,Senate Hearings,Fairness,1,0.0165
2224,Libya,Isakson,D,3/31/2011,Senate Hearings,Harm,1,0.0156
2224,Libya,Isakson,D,3/31/2011,Senate Hearings,Ingroup,1,0.0163
1693,Afghanistan,Israel,D,9/14/2001,House,Harm,4,0.1603
1740,Afghanistan,JacksonIL,D,9/14/2001,House,Authority,3,0.0283
1740,Afghanistan,JacksonIL,D,9/14/2001,House,Fairness,4,0.0387
1740,Afghanistan,JacksonIL,D,9/14/2001,House,Harm,11,0.0907
1740,Afghanistan,JacksonIL,D,9/14/2001,House,Ingroup,3,0.0298
1740,Afghanistan,JacksonIL,D,9/14/2001,House,Purity,2,0.0178
1316,Iraq,JacksonIL,D,10/10/2002,House,Authority,1,0.045
838,Sudan,JacksonIL,D,7/21/2004,House,Authority,1,0.0178
838,Sudan,JacksonIL,D,7/21/2004,House,Harm,3,0.0421
838,Sudan,JacksonIL,D,7/21/2004,House,Ingroup,5,0.099
838,Sudan,JacksonIL,D,7/21/2004,House,Purity,1,0.0161
1835,Sudan,Jackson-Lee,D,5/18/2006,House Hearings,Ingroup,1,0.0301
1350,Sudan,Jackson-Lee,D,2/8/2007,House Hearings,Fairness,1,0.0087
1350,Sudan,Jackson-Lee,D,2/8/2007,House Hearings,Harm,3,0.0304
1350,Sudan,Jackson-Lee,D,2/8/2007,House Hearings,Ingroup,2,0.0253
1951,Russia,Jackson-Lee,D,11/9/2008,House Hearings,Fairness,2,0.0176
1951,Russia,Jackson-Lee,D,11/9/2008,House Hearings,Harm,1,0.0097
1951,Russia,Jackson-Lee,D,11/9/2008,House Hearings,Ingroup,1,0.0108
1951,Russia,Jackson-Lee,D,11/9/2008,House Hearings,Purity,1,0.0118
1111,Kosovo,Jackson-Lee,D,3/17/1998,House,Authority,2,0.0383
1111,Kosovo,Jackson-Lee,D,3/17/1998,House,Fairness,6,0.1159
1111,Kosovo,Jackson-Lee,D,3/17/1998,House,Harm,2,0.0334
1698,Afghanistan,Jackson-Lee,D,9/14/2001,House,Authority,2,0.0254
1698,Afghanistan,Jackson-Lee,D,9/14/2001,House,Harm,6,0.0953
1698,Afghanistan,Jackson-Lee,D,9/14/2001,House,Ingroup,1,0.0132
1698,Afghanistan,Jackson-Lee,D,9/14/2001,House,Purity,2,0.0296
665,Iraq,Jackson-Lee,D,6/17/2002,House,Authority,5,0.0399
665,Iraq,Jackson-Lee,D,6/17/2002,House,Harm,11,0.0759
666,Iraq,Jackson-Lee,D,9/4/2002,House,Harm,3,0.1816
1240,Iraq,Jackson-Lee,D,10/9/2002,House,Authority,8,0.0338
1240,Iraq,Jackson-Lee,D,10/9/2002,House,Fairness,1,0.0042
1240,Iraq,Jackson-Lee,D,10/9/2002,House,Harm,34,0.1291
1240,Iraq,Jackson-Lee,D,10/9/2002,House,Ingroup,4,0.0165
1307,Iraq,Jackson-Lee,D,10/10/2002,House,Authority,4,0.0775
1307,Iraq,Jackson-Lee,D,10/10/2002,House,Harm,5,0.0898
1307,Iraq,Jackson-Lee,D,10/10/2002,House,Ingroup,1,0.0197
1307,Iraq,Jackson-Lee,D,10/10/2002,House,Purity,1,0.0212
667,Iraq,Jackson-Lee,D,10/15/2002,House,Harm,2,0.0643
659,Iraq,Jackson-Lee,D,2/27/2003,House,Authority,1,0.0425
659,Iraq,Jackson-Lee,D,2/27/2003,House,Harm,2,0.1002
659,Iraq,Jackson-Lee,D,2/27/2003,House,Purity,1,0.0561
668,Iraq,Jackson-Lee,D,3/18/2003,House,Authority,3,0.0379
668,Iraq,Jackson-Lee,D,3/18/2003,House,Harm,10,0.134
668,Iraq,Jackson-Lee,D,3/18/2003,House,Ingroup,1,0.0129
824,Sudan,Jackson-Lee,D,5/13/2004,House,Harm,7,0.027
824,Sudan,Jackson-Lee,D,5/13/2004,House,Purity,1,0.0062
660,Sudan,Jackson-Lee,D,7/7/2004,House,Harm,2,0.1
660,Sudan,Jackson-Lee,D,7/7/2004,House,Ingroup,3,0.1488
661,Sudan,Jackson-Lee,D,7/13/2004,House,Harm,6,0.1469
661,Sudan,Jackson-Lee,D,7/13/2004,House,Ingroup,1,0.0245
661,Sudan,Jackson-Lee,D,7/13/2004,House,Purity,1,0.0288
662,Sudan,Jackson-Lee,D,7/15/2004,House,Fairness,1,0.0104
662,Sudan,Jackson-Lee,D,7/15/2004,House,Harm,1,0.0099
662,Sudan,Jackson-Lee,D,7/15/2004,House,Ingroup,1,0.0118
662,Sudan,Jackson-Lee,D,7/15/2004,House,Purity,1,0.0122
836,Sudan,Jackson-Lee,D,7/21/2004,House,Fairness,3,0.025
836,Sudan,Jackson-Lee,D,7/21/2004,House,Harm,3,0.0223
836,Sudan,Jackson-Lee,D,7/21/2004,House,Ingroup,9,0.0796
664,Sudan,Jackson-Lee,D,6/9/2005,House,Harm,1,0.0501
539,Sudan,Jackson-Lee,D,4/5/2006,House,Harm,1,0.0119
539,Sudan,Jackson-Lee,D,4/5/2006,House,Ingroup,2,0.0284
669,Sudan,Jackson-Lee,D,9/19/2006,House,Ingroup,1,0.0146
1792,Sudan,Jackson-Lee,D,9/25/2006,House,Fairness,2,0.0197
1792,Sudan,Jackson-Lee,D,9/25/2006,House,Harm,3,0.0335
1792,Sudan,Jackson-Lee,D,9/25/2006,House,Ingroup,1,0.0109
1792,Sudan,Jackson-Lee,D,9/25/2006,House,Purity,1,0.0112
851,Iran,Jackson-Lee,D,7/30/2007,House,Authority,4,0.036
851,Iran,Jackson-Lee,D,7/30/2007,House,Fairness,1,0.0106
851,Iran,Jackson-Lee,D,7/30/2007,House,Harm,1,0.0211
851,Iran,Jackson-Lee,D,7/30/2007,House,Ingroup,2,0.0197
866,Sudan,Jackson-Lee,D,7/30/2007,House,Authority,1,0.0136
866,Sudan,Jackson-Lee,D,7/30/2007,House,Harm,3,0.0372
866,Sudan,Jackson-Lee,D,7/30/2007,House,Purity,2,0.0249
563,Iran,Jackson-Lee,D,4/15/2008,House,Authority,5,0.0245
563,Iran,Jackson-Lee,D,4/15/2008,House,Fairness,2,0.0103
563,Iran,Jackson-Lee,D,4/15/2008,House,Harm,22,0.105
563,Iran,Jackson-Lee,D,4/15/2008,House,Ingroup,3,0.0133
670,Iran,Jackson-Lee,D,6/23/2009,House,Fairness,2,0.0901
658,Iran,Jackson-Lee,D,12/15/2009,House,Authority,1,0.0118
658,Iran,Jackson-Lee,D,12/15/2009,House,Fairness,3,0.0395
658,Iran,Jackson-Lee,D,12/15/2009,House,Harm,2,0.0276
658,Iran,Jackson-Lee,D,12/15/2009,House,Ingroup,3,0.0378
658,Iran,Jackson-Lee,D,12/15/2009,House,Purity,3,0.0412
671,Libya,Jackson-Lee,D,3/17/2011,House,Authority,1,0.0383
671,Libya,Jackson-Lee,D,3/17/2011,House,Harm,2,0.0738
1042,Libya,Jackson-Lee,D,6/3/2011,House,Authority,7,0.0262
1042,Libya,Jackson-Lee,D,6/3/2011,House,Fairness,6,0.0262
1042,Libya,Jackson-Lee,D,6/3/2011,House,Harm,21,0.0891
1042,Libya,Jackson-Lee,D,6/3/2011,House,Ingroup,4,0.0134
1042,Libya,Jackson-Lee,D,6/3/2011,House,Purity,3,0.0117
1047,Libya,Jackson-Lee,D,6/24/2011,House,Authority,8,0.0273
1047,Libya,Jackson-Lee,D,6/24/2011,House,Fairness,7,0.0243
1047,Libya,Jackson-Lee,D,6/24/2011,House,Harm,28,0.0969
1047,Libya,Jackson-Lee,D,6/24/2011,House,Ingroup,5,0.0166
1047,Libya,Jackson-Lee,D,6/24/2011,House,Purity,2,0.0062
672,Syria,Jackson-Lee,D,3/5/2012,House,Fairness,1,0.0432
672,Syria,Jackson-Lee,D,3/5/2012,House,Harm,1,0.0432
673,Syria,Jackson-Lee,D,3/19/2012,House,Purity,1,0.0529
663,Syria,Jackson-Lee,D,6/8/2012,House,Harm,2,0.095
1158,Iran,Jackson-Lee,D,7/9/2008,House Hearings,Authority,2,0.0187
1158,Iran,Jackson-Lee,D,7/9/2008,House Hearings,Fairness,4,0.0365
1158,Iran,Jackson-Lee,D,7/9/2008,House Hearings,Harm,3,0.0231
1506,Iraq,Jefferson,D,10/9/2002,House,Authority,2,0.0234
1506,Iraq,Jefferson,D,10/9/2002,House,Harm,6,0.0748
1506,Iraq,Jefferson,D,10/9/2002,House,Ingroup,1,0.0151
674,Sudan,Jefferson,D,9/20/2006,House,Authority,1,0.0128
674,Sudan,Jefferson,D,9/20/2006,House,Fairness,1,0.0119
674,Sudan,Jefferson,D,9/20/2006,House,Harm,3,0.0407
674,Sudan,Jefferson,D,9/20/2006,House,Purity,4,0.0632
503,Iraq,Jeffords,D,10/7/2002,Senate,Authority,3,0.0214
503,Iraq,Jeffords,D,10/7/2002,Senate,Harm,9,0.0582
503,Iraq,Jeffords,D,10/7/2002,Senate,Ingroup,1,0.007
432,Iraq,Jeffords,D,10/10/2002,Senate,Harm,5,0.0691
16,Iraq,JohnsonSD,D,1/30/2003,Senate,Fairness,2,0.0286
16,Iraq,JohnsonSD,D,1/30/2003,Senate,Harm,5,0.0478
16,Iraq,JohnsonSD,D,1/30/2003,Senate,Ingroup,2,0.0259
16,Iraq,JohnsonSD,D,1/30/2003,Senate,Purity,1,0.011
325,Iran,JohnsonSD,D,5/21/2012,Senate,Ingroup,4,0.1935
2107,Iraq,JohnsonSD,D,5/21/1998,Senate Hearings,Authority,1,0.0546
1242,Iraq,JonesOH,D,10/9/2002,House,Authority,1,0.0183
1242,Iraq,JonesOH,D,10/9/2002,House,Harm,11,0.1465
1242,Iraq,JonesOH,D,10/9/2002,House,Ingroup,1,0.014
1320,Iraq,JonesOH,D,10/10/2002,House,Harm,1,0.0445
870,Sudan,JonesOH,D,7/30/2007,House,Ingroup,1,0.0212
2322,North Korea,Kaine,D,3/7/2013,Senate Hearings,Fairness,1,0.02
234,Syria,Kaine,D,9/11/2013,Senate,Authority,12,0.037
234,Syria,Kaine,D,9/11/2013,Senate,Harm,18,0.0638
234,Syria,Kaine,D,9/11/2013,Senate,Ingroup,6,0.0186
1507,Iraq,Kanjorski,D,10/9/2002,House,Authority,1,0.017
1507,Iraq,Kanjorski,D,10/9/2002,House,Fairness,2,0.0381
1507,Iraq,Kanjorski,D,10/9/2002,House,Harm,3,0.0426
1507,Iraq,Kanjorski,D,10/9/2002,House,Ingroup,1,0.0137
1707,Afghanistan,Kaptur,D,9/14/2001,House,Authority,1,0.0664
1707,Afghanistan,Kaptur,D,9/14/2001,House,Fairness,1,0.0467
679,Iraq,Kaptur,D,9/19/2002,House,Ingroup,2,0.0269
678,Iraq,Kaptur,D,10/7/2002,House,Authority,1,0.0109
678,Iraq,Kaptur,D,10/7/2002,House,Harm,5,0.0595
1049,Libya,Kaptur,D,6/24/2011,House,Fairness,1,0.0147
1049,Libya,Kaptur,D,6/24/2011,House,Harm,7,0.1244
1049,Libya,Kaptur,D,6/24/2011,House,Ingroup,1,0.0122
677,Syria,Kaptur,D,2/29/2012,House,Harm,4,0.1724
750,Syria,Kaptur,D,9/10/2013,House,Authority,1,0.0305
750,Syria,Kaptur,D,9/10/2013,House,Fairness,1,0.0381
750,Syria,Kaptur,D,9/10/2013,House,Harm,1,0.0432
750,Syria,Kaptur,D,9/10/2013,House,Ingroup,1,0.0366
1921,Russia,Kaptur,D,10/6/1999,House Hearings,Authority,1,0.0124
1921,Russia,Kaptur,D,10/6/1999,House Hearings,Ingroup,1,0.0087
2064,Iran,Kaufman,D,3/5/2009,Senate Hearings,Authority,1,0.0254
2064,Iran,Kaufman,D,3/5/2009,Senate Hearings,Ingroup,2,0.0569
237,Iran,Kaufman,D,6/18/2009,Senate,Authority,3,0.0439
237,Iran,Kaufman,D,6/18/2009,Senate,Fairness,1,0.0142
2084,Iran,Kaufman,D,6/22/2010,Senate Hearings,Fairness,2,0.0468
242,Iraq,Kennedy,D,10/7/2002,Senate,Authority,3,0.0223
242,Iraq,Kennedy,D,10/7/2002,Senate,Fairness,1,0.0073
242,Iraq,Kennedy,D,10/7/2002,Senate,Harm,20,0.1414
507,Iraq,Kennedy,D,10/7/2002,Senate,Authority,9,0.0291
507,Iraq,Kennedy,D,10/7/2002,Senate,Fairness,3,0.0121
507,Iraq,Kennedy,D,10/7/2002,Senate,Harm,46,0.1639
507,Iraq,Kennedy,D,10/7/2002,Senate,Ingroup,8,0.0266
402,Iraq,Kennedy,D,10/10/2002,Senate,Authority,11,0.0168
402,Iraq,Kennedy,D,10/10/2002,Senate,Fairness,6,0.0092
402,Iraq,Kennedy,D,10/10/2002,Senate,Harm,86,0.1266
402,Iraq,Kennedy,D,10/10/2002,Senate,Ingroup,11,0.0155
402,Iraq,Kennedy,D,10/10/2002,Senate,Purity,4,0.006
42,Iraq,Kennedy,D,1/29/2003,Senate,Authority,2,0.0074
42,Iraq,Kennedy,D,1/29/2003,Senate,Harm,37,0.1412
42,Iraq,Kennedy,D,1/29/2003,Senate,Purity,2,0.008
239,Iraq,Kennedy,D,3/5/2003,Senate,Authority,1,0.0516
239,Iraq,Kennedy,D,3/5/2003,Senate,Harm,2,0.0817
239,Iraq,Kennedy,D,3/5/2003,Senate,Ingroup,1,0.0412
240,Iraq,Kennedy,D,3/13/2003,Senate,Authority,15,0.0396
240,Iraq,Kennedy,D,3/13/2003,Senate,Fairness,7,0.0203
240,Iraq,Kennedy,D,3/13/2003,Senate,Harm,62,0.1668
240,Iraq,Kennedy,D,3/13/2003,Senate,Ingroup,8,0.0228
240,Iraq,Kennedy,D,3/13/2003,Senate,Purity,3,0.0097
115,Sudan,Kennedy,D,5/6/2004,Senate,Authority,2,0.0419
115,Sudan,Kennedy,D,5/6/2004,Senate,Harm,1,0.023
1447,Iraq,KennedyRI,D,10/10/2002,House,Authority,8,0.0218
1447,Iraq,KennedyRI,D,10/10/2002,House,Harm,52,0.1253
1447,Iraq,KennedyRI,D,10/10/2002,House,Ingroup,3,0.0074
252,Iraq,Kerrey,D,3/2/2000,Senate,Authority,1,0.0089
252,Iraq,Kerrey,D,3/2/2000,Senate,Harm,4,0.0387
252,Iraq,Kerrey,D,3/2/2000,Senate,Ingroup,1,0.0097
2175,Iraq,Kerrey,D,3/1/2001,Senate Hearings,Authority,8,0.0212
2175,Iraq,Kerrey,D,3/1/2001,Senate Hearings,Fairness,7,0.0201
2175,Iraq,Kerrey,D,3/1/2001,Senate Hearings,Harm,15,0.0393
2175,Iraq,Kerrey,D,3/1/2001,Senate Hearings,Ingroup,4,0.0091
250,Iraq,Kerrey,D,2/25/1998,Senate,Authority,5,0.0254
250,Iraq,Kerrey,D,2/25/1998,Senate,Fairness,1,0.0051
250,Iraq,Kerrey,D,2/25/1998,Senate,Harm,12,0.063
250,Iraq,Kerrey,D,2/25/1998,Senate,Ingroup,1,0.0061
251,Iraq,Kerrey,D,2/25/1999,Senate,Authority,3,0.0147
251,Iraq,Kerrey,D,2/25/1999,Senate,Harm,9,0.0418
251,Iraq,Kerrey,D,2/25/1999,Senate,Ingroup,2,0.0091
2198,Iraq,Kerry,D,7/31/2002,Senate Hearings,Authority,5,0.0549
